,index,Datum,Område,Pris per kvadratmeter,Begärt pris,Antal rum,Boarea,Avgift/månad,Driftskostnad,Byggår,Slutpris,Biarea,Prisökning
14485,https://www.hemnet.se/salda/lagenhet-1rum-vasastan-stockholms-kommun-idungatan-7a-863333,2018-08-09,vasastan,128261.0,2395000.0,1.0,23.0,718.0,3200.0,1904.0,2950000,,0.23173277661795408
14484,"https://www.hemnet.se/salda/lagenhet-2rum-vasastan-stockholms-kommun-sveavagen-93,-3tr-863335",2018-08-09,vasastan,106329.0,3650000.0,2.0,39.5,1813.0,,1926.0,4200000,,0.1506849315068493
14482,"https://www.hemnet.se/salda/lagenhet-2,5rum-vasastan-atlas-stockholms-kommun-volundsgatan-11,-3tr-863462",2018-08-09,vasastan,91791.0,5350000.0,2.5,67.0,3618.0,9000.0,1929.0,6150000,,0.14953271028037382
8295,"https://www.hemnet.se/salda/lagenhet-3rum-ostermalm-nedre-gardet-stockholms-kommun-lojtnantsgatan-10,-5-tr-863293",2018-08-09,gardet,95652.0,6495000.0,3.0,69.0,2591.0,9100.0,1991.0,6600000,,0.016166281755196306
8296,https://www.hemnet.se/salda/lagenhet-2rum-gardet-ostermalm-stockholms-kommun-furusundsgatan-7-863713,2018-08-09,gardet,74744.0,2695000.0,2.0,39.0,2531.0,6312.0,1941.0,2915000,,0.08163265306122448
8297,"https://www.hemnet.se/salda/lagenhet-2rum-hjorthagen-ostermalm-stockholms-kommun-motalavagen-9,-2-tr-863433",2018-08-09,gardet,72500.0,2900000.0,2.0,40.0,2662.0,5592.0,1935.0,2900000,,0.0
5145,https://www.hemnet.se/salda/lagenhet-2rum-kungsholmen-stora-essingen-stockholms-kommun-essingestraket-37-862932,2018-08-08,stora_essingen,69512.0,2695000.0,2.0,41.0,2257.0,,1939.0,2850000,,0.0575139146567718
8300,"https://www.hemnet.se/salda/lagenhet-2rum-gardet-ostermalm-stockholms-kommun-rindogatan-15,-1,5-tr-862488",2018-08-08,gardet,82500.0,4150000.0,2.0,56.0,3417.0,,1938.0,4620000,,0.11325301204819277
8298,"https://www.hemnet.se/salda/lagenhet-2,5rum-ostermalm-nedre-gardet-stockholms-kommun-strindbergsgatan-51-862550",2018-08-08,gardet,100410.0,5175000.0,2.5,61.0,2599.0,,1934.0,6125000,,0.18357487922705315
14487,"https://www.hemnet.se/salda/lagenhet-1rum-vasastan-odenplan-stockholms-kommun-vastmannagatan-46,-2tr-862588",2018-08-08,vasastan,115517.0,2795000.0,1.0,29.0,523.0,,,3350000,,0.19856887298747763
14488,https://www.hemnet.se/salda/lagenhet-2rum-vasastan-stockholms-kommun-hagagatan-50-863580,2018-08-08,vasastan,73260.0,4000000.0,2.0,54.6,2677.0,,1912.0,4000000,,0.0
14489,"https://www.hemnet.se/salda/lagenhet-2rum-vasastan-stockholms-kommun-hagagatan-50-a,-o,g,-862939",2018-08-08,vasastan,100000.0,2995000.0,2.0,34.0,1943.0,4200.0,1912.0,3400000,,0.1352253756260434
14490,https://www.hemnet.se/salda/lagenhet-2rum-vasastan-stockholms-kommun-dobelnsgatan-95-862925,2018-08-08,vasastan,93284.0,3450000.0,2.0,40.2,887.0,2400.0,1972.0,3750000,,0.08695652173913043
14491,"https://www.hemnet.se/salda/lagenhet-2rum-vasastan-stockholms-kommun-sankt-eriksgatan-71b,-4-tr-862713",2018-08-08,vasastan,105357.0,5495000.0,2.0,56.0,2551.0,,1929.0,5900000,,0.07370336669699727
14492,https://www.hemnet.se/salda/lagenhet-4rum-vasastan-stockholms-kommun-karlbergsvagen-32b-862422,2018-08-08,vasastan,88636.0,7800000.0,4.0,88.0,3105.0,6000.0,1889.0,7800000,,0.0
5146,"https://www.hemnet.se/salda/lagenhet-4rum-kungsholmen-stora-essingen-stockholms-kommun-eknasvagen-6-a,-3-tr-862482",2018-08-08,stora_essingen,69318.0,5995000.0,4.0,88.0,4709.0,5000.0,1939.0,6100000,,0.01751459549624687
8299,https://www.hemnet.se/salda/lagenhet-1rum-gardet-stockholms-kommun-rindogatan-30-862528,2018-08-08,gardet,96667.0,2495000.0,1.0,30.0,2146.0,4200.0,1938.0,2900000,,0.1623246492985972
10755,"https://www.hemnet.se/salda/lagenhet-2rum-ostermalm-stockholms-kommun-grev-magnigatan-17,-bv-og,-862444",2018-08-08,ostermalm,94340.0,4500000.0,2.0,53.0,2341.0,,1889.0,5000000,,0.1111111111111111
10754,"https://www.hemnet.se/salda/lagenhet-2rum-vasastan-ostermalm-stockholms-kommun-valhallavagen-14a,-2tr,o,g-862666",2018-08-08,ostermalm,88372.0,3295000.0,2.0,43.0,1317.0,5700.0,1903.0,3800000,,0.15326251896813353
6139,https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-essinge-brogata-39-862589,2018-08-08,lilla_essingen,80484.0,2495000.0,2.0,31.0,2446.0,3000.0,1938.0,2495000,,0.0
10752,https://www.hemnet.se/salda/lagenhet-2rum-ostermalm-vasastan-stockholms-kommun-valhallavagen-47-862564,2018-08-08,ostermalm,80000.0,3995000.0,2.0,55.0,2974.0,9000.0,1931.0,4400000,,0.10137672090112641
10753,https://www.hemnet.se/salda/lagenhet-3rum-ostermalm-stockholms-kommun-skeppargatan-49-b-862960,2018-08-08,ostermalm,98507.0,6600000.0,3.0,67.0,2035.0,,1919.0,6600000,,0.0
10756,"https://www.hemnet.se/salda/lagenhet-2rum-ostermalm-stockholms-kommun-ostermalmsgatan-80,-4-tr-863031",2018-08-07,ostermalm,124194.0,6495000.0,2.0,62.0,1471.0,,1898.0,7700000,,0.1855273287143957
5147,"https://www.hemnet.se/salda/lagenhet-3rum-kungsholmen-stora-essingen-stockholms-kommun-eknasvagen-2a,-1tr-862338",2018-08-07,stora_essingen,70510.0,3095000.0,3.0,49.0,2661.0,10200.0,1942.0,3455000,,0.11631663974151858
14493,https://www.hemnet.se/salda/lagenhet-1rum-vasastan-stockholms-kommun-atlasgatan-7-864493,2018-08-07,vasastan,105556.0,2295000.0,1.0,27.0,1285.0,3200.0,1929.0,2850000,,0.24183006535947713
8301,"https://www.hemnet.se/salda/lagenhet-1rum-ostermalm-stockholms-kommun-vartavagen-59,-5-tr-862315",2018-08-07,gardet,118182.0,2600000.0,1.0,22.0,1144.0,,1943.0,2600000,,0.0
14496,"https://www.hemnet.se/salda/lagenhet-2rum-birkastan-vasastan-stockholms-kommun-sankt-eriksgatan-71,-2-tr-862105",2018-08-07,vasastan,101786.0,4875000.0,2.0,56.0,2551.0,,1929.0,5700000,,0.16923076923076924
14494,https://www.hemnet.se/salda/lagenhet-1rum-vasastan-stockholms-kommun-roslagsgatan-39-a-862118,2018-08-07,vasastan,118889.0,1950000.0,1.0,22.5,937.0,3200.0,1896.0,2675000,,0.3717948717948718
14495,"https://www.hemnet.se/salda/lagenhet-1,5rum-vasastan-atlas-stockholms-kommun-atlasgatan-13-862110",2018-08-07,vasastan,123200.0,2395000.0,1.5,25.0,908.0,,1928.0,3080000,,0.2860125260960334
14498,"https://www.hemnet.se/salda/lagenhet-2rum-vasastan-stockholms-kommun-vanadisvagen-7b,-2tr-861801",2018-08-06,vasastan,77500.0,4650000.0,2.0,60.0,2289.0,,1926.0,4650000,,0.0
14497,"https://www.hemnet.se/salda/lagenhet-1rum-vasastan-sibirien-stockholms-kommun-dobelnsgatan-52,-8tr-861767",2018-08-06,vasastan,104050.0,3195000.0,1.0,32.1,1370.0,5388.0,1963.0,3340000,,0.04538341158059468
10757,"https://www.hemnet.se/salda/lagenhet-2rum-ostermalm-stockholms-kommun-brahegatan-28,-4-tr-880408",2018-08-06,ostermalm,108083.0,5450000.0,2.0,53.2,2559.0,6000.0,,5750000,,0.05504587155963303
8302,"https://www.hemnet.se/salda/lagenhet-1rum-ruddammen-stockholms-kommun-ruddammsvagen-4,-5-tr-862316",2018-08-06,gardet,91528.0,3295000.0,1.0,36.0,1646.0,,1943.0,3295000,,0.0
8303,https://www.hemnet.se/salda/lagenhet-3rum-gardet-stockholms-kommun-sandhamnsgatan-77-861755,2018-08-06,gardet,76000.0,5950000.0,3.0,75.0,4069.0,5000.0,2018.0,5700000,,-0.04201680672268908
10758,"https://www.hemnet.se/salda/lagenhet-1rum-ostermalm-karlaplan-stockholms-kommun-kommendorsgatan-33a,-5tr-861565",2018-08-04,ostermalm,175000.0,2495000.0,1.0,18.0,856.0,1608.0,1929.0,3150000,,0.2625250501002004
14499,https://www.hemnet.se/salda/lagenhet-2rum-vasastan-stockholms-kommun-karlbergsvagen-32b-861588,2018-08-04,vasastan,81343.0,4995000.0,2.0,67.0,2461.0,4800.0,1889.0,5450000,,0.09109109109109109
14500,"https://www.hemnet.se/salda/lagenhet-2rum-vasastan-stockholms-kommun-tomtebogatan-26a,-4-tr-861585",2018-08-04,vasastan,103947.0,3450000.0,2.0,38.0,1877.0,,1906.0,3950000,,0.14492753623188406
14501,https://www.hemnet.se/salda/lagenhet-2rum-vasastan-stockholms-kommun-sigtunagatan-10-861323,2018-08-03,vasastan,97949.0,3495000.0,2.0,39.0,1076.0,,1904.0,3820000,,0.09298998569384835
14502,"https://www.hemnet.se/salda/lagenhet-2rum-vasastan-stockholms-kommun-torsgatan-41,-6tr-861322",2018-08-03,vasastan,100000.0,3900000.0,2.0,39.0,1507.0,,1928.0,3900000,,0.0
14503,https://www.hemnet.se/salda/lagenhet-1rum-vasastan-birkastan-stockholms-kommun-gastrikegatan-8a-861276,2018-08-03,vasastan,109643.0,2650000.0,1.0,28.0,1726.0,,1902.0,3070000,,0.15849056603773584
8304,https://www.hemnet.se/salda/lagenhet-2rum-norra-djurgardsstaden-stockholms-kommun-fagningsgatan-8-860928,2018-08-02,gardet,77586.0,4500000.0,2.0,58.0,3449.0,,2012.0,4500000,,0.0
10759,https://www.hemnet.se/salda/lagenhet-2rum-ostermalm-stockholms-kommun-valhallavagen-22-a-865010,2018-08-02,ostermalm,109375.0,2995000.0,2.0,32.0,1896.0,4750.0,1911.0,3500000,,0.1686143572621035
10760,"https://www.hemnet.se/salda/lagenhet-3rum-ostermalm-stockholms-kommun-brahegatan-43,-2-tr-861148",2018-08-02,ostermalm,91045.0,6395000.0,3.0,67.0,3140.0,,1966.0,6100000,,-0.046129788897576234
8306,"https://www.hemnet.se/salda/lagenhet-1rum-gardet-ostermalm-stockholms-kommun-furusundsgatan-8,-8tr-860890",2018-08-02,gardet,111538.0,2395000.0,1.0,26.0,1289.0,3780.0,1940.0,2900000,,0.21085594989561587
14504,"https://www.hemnet.se/salda/lagenhet-1rum-vasastan-roda-bergen-stockholms-kommun-rodabergsgatan-9b,-2tr-861430",2018-08-02,vasastan,108036.0,3025000.0,1.0,28.0,1736.0,5100.0,1925.0,3025000,,0.0
8305,"https://www.hemnet.se/salda/lagenhet-3rum-ostermalm-gardet-stockholms-kommun-rindogatan-26,-2tr-861699",2018-08-02,gardet,114423.0,5950000.0,3.0,52.0,2367.0,,1938.0,5950000,,0.0
14506,"https://www.hemnet.se/salda/lagenhet-2rum-vasastan-stockholms-kommun-birkagatan-25,-4tr-860862",2018-08-02,vasastan,100000.0,3500000.0,2.0,42.0,2129.0,3480.0,1904.0,4200000,,0.2
14505,https://www.hemnet.se/salda/lagenhet-2rum-vasastan-stockholms-kommun-roslagsgatan-36-861063,2018-08-02,vasastan,100000.0,3550000.0,2.0,41.0,1779.0,,,4100000,,0.15492957746478872
8307,https://www.hemnet.se/salda/lagenhet-1rum-ostermalm-gardet-stockholms-kommun-vartavagen-59-860915,2018-08-01,gardet,117857.0,1995000.0,1.0,21.0,1110.0,,1943.0,2475000,,0.24060150375939848
14507,"https://www.hemnet.se/salda/lagenhet-1rum-vasastan-birkastan-stockholms-kommun-karlbergsvagen-57,-2-tr-860491",2018-08-01,vasastan,135000.0,2195000.0,1.0,20.0,1005.0,4187.0,1905.0,2700000,,0.23006833712984054
8308,"https://www.hemnet.se/salda/lagenhet-2,5rum-nedre-gardet-stockholms-kommun-storskarsgatan-5-860687",2018-08-01,gardet,70000.0,5495000.0,2.5,75.0,3534.0,6200.0,1934.0,5250000,,-0.044585987261146494
10761,https://www.hemnet.se/salda/lagenhet-2rum-ostermalm-vasastan-stockholms-kommun-birger-jarlsgatan-104-b-860532,2018-08-01,ostermalm,86024.0,3200000.0,2.0,41.5,2938.0,,1928.0,3570000,,0.115625
14509,"https://www.hemnet.se/salda/lagenhet-2rum-vasastan-stockholms-kommun-roslagsgatan-14,-5-tr-860073",2018-07-31,vasastan,90909.0,3750000.0,2.0,44.0,1601.0,,1922.0,4000000,,0.06666666666666667
14508,"https://www.hemnet.se/salda/lagenhet-2rum-vasastan-stockholms-kommun-gastrikegatan-4,-2tr-860163",2018-07-31,vasastan,111111.0,3375000.0,2.0,36.0,1776.0,,1897.0,4000000,,0.18518518518518517
8309,"https://www.hemnet.se/salda/lagenhet-1,5rum-gardet-stockholms-kommun-oregrundsgatan-15-860147",2018-07-31,gardet,84217.0,3495000.0,1.5,41.5,1871.0,5700.0,2010.0,3495000,,0.0
10763,https://www.hemnet.se/salda/lagenhet-3rum-ostermalm-stockholms-kommun-ulrikagatan-6-860097,2018-07-31,ostermalm,106122.0,10900000.0,3.0,98.0,3996.0,5700.0,1915.0,10400000,,-0.045871559633027525
10762,https://www.hemnet.se/salda/lagenhet-1rum-ostermalm-stockholms-kommun-riddargatan-43-860698,2018-07-31,ostermalm,161111.0,2900000.0,1.0,18.0,727.0,2700.0,1894.0,2900000,,0.0
14511,"https://www.hemnet.se/salda/lagenhet-3,5rum-vasastan-stockholms-kommun-sankt-eriksplan-15-859975",2018-07-30,vasastan,97802.0,8900000.0,3.5,91.0,3502.0,4300.0,1927.0,8900000,,0.0
14510,"https://www.hemnet.se/salda/lagenhet-5rum-hagastaden-vasastan-stockholms-kommun-torsplan-8,-plan-21-860086",2018-07-30,vasastan,105102.0,10500000.0,5.0,98.0,5500.0,,2016.0,10300000,,-0.01904761904761905
8310,"https://www.hemnet.se/salda/lagenhet-1rum-ostermalm-nedre-gardet-stockholms-kommun-erik-dahlbergsgatan-35,-5-5-tr-859826",2018-07-29,gardet,100000.0,2650000.0,1.0,31.0,1756.0,,1937.0,3100000,,0.16981132075471697
14513,https://www.hemnet.se/salda/lagenhet-3rum-vasastan-stockholms-kommun-vikingagatan-16-859594,2018-07-27,vasastan,94643.0,10950000.0,3.0,112.0,3050.0,,1911.0,10600000,,-0.0319634703196347
14512,https://www.hemnet.se/salda/lagenhet-3rum-vasastan-stockholms-kommun-torsplan-8-plan-19-867728,2018-07-27,vasastan,95570.0,7895000.0,3.0,79.0,4609.0,,2016.0,7550000,,-0.04369854338188727
6140,https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-essinge-brogata-20-922704,2018-07-27,lilla_essingen,66310.0,2650000.0,2.0,42.0,2382.0,4000.0,1939.0,2785000,,0.0509433962264151
8311,"https://www.hemnet.se/salda/lagenhet-2rum-gardet-stockholms-kommun-furusundsgatan-11,-3tr-859715",2018-07-27,gardet,81481.0,4495000.0,2.0,54.0,2807.0,5376.0,1939.0,4400000,,-0.021134593993325918
14514,https://www.hemnet.se/salda/lagenhet-1rum-vasastan-stockholms-kommun-sveavagen-122-859312,2018-07-27,vasastan,123636.0,2095000.0,1.0,22.0,1083.0,,,2720000,,0.29832935560859186
14515,"https://www.hemnet.se/salda/lagenhet-1rum-birkastan-stockholms-kommun-norrbackagatan-14,-3-tr-859161",2018-07-26,vasastan,115833.0,2295000.0,1.0,24.0,1752.0,4100.0,1927.0,2780000,,0.2113289760348584
14516,"https://www.hemnet.se/salda/lagenhet-1rum-stockholms-kommun-torsgatan-77,-1-tr-859009",2018-07-26,vasastan,106122.0,2295000.0,1.0,24.5,1348.0,5500.0,1925.0,2600000,,0.1328976034858388
10765,"https://www.hemnet.se/salda/lagenhet-1,5rum-vasastan-ostermalm-stockholms-kommun-birger-jarlsgatan-104-k,-2tr-859076",2018-07-26,ostermalm,81395.0,3250000.0,1.5,43.0,2938.0,2796.0,1929.0,3500000,,0.07692307692307693
10764,"https://www.hemnet.se/salda/lagenhet-1rum-ostermalm-karlaplan-stockholms-kommun-kommendorsgatan-33a,-3tr-859698",2018-07-26,ostermalm,129167.0,3100000.0,1.0,24.0,1141.0,3660.0,1929.0,3100000,,0.0
8312,https://www.hemnet.se/salda/lagenhet-2rum-gardet-stockholms-kommun-brantingsgatan-23-858983,2018-07-26,gardet,91163.0,3695000.0,2.0,43.0,2267.0,,1939.0,3920000,,0.06089309878213803
8315,https://www.hemnet.se/salda/lagenhet-2rum-ostermalm-vasastan-stockholms-kommun-korsbarsvagen-6-859157,2018-07-25,gardet,88169.0,2795000.0,2.0,35.5,2197.0,3000.0,1943.0,3130000,,0.11985688729874776
10766,https://www.hemnet.se/salda/lagenhet-1rum-ostermalm-stockholms-kommun-valhallavagen-47-858545,2018-07-25,ostermalm,112500.0,2395000.0,1.0,24.0,1421.0,,,2700000,,0.12734864300626306
8313,https://www.hemnet.se/salda/lagenhet-4rum-ostermalm-nedre-gardet-stockholms-kommun-blanchegatan-18-859101,2018-07-25,gardet,76506.0,6250000.0,4.0,83.0,5005.0,,1937.0,6350000,,0.016
8314,"https://www.hemnet.se/salda/lagenhet-1rum-gardet-stockholms-kommun-vartavagen-59,-1tr-881638",2018-07-25,gardet,103333.0,2480000.0,1.0,24.0,1206.0,3000.0,1943.0,2480000,,0.0
8317,https://www.hemnet.se/salda/lagenhet-2rum-ruddammen-ostermalm-stockholms-kommun-korsbarsvagen-18-c-858511,2018-07-24,gardet,90000.0,3150000.0,2.0,35.0,1942.0,,1936.0,3150000,,0.0
8316,https://www.hemnet.se/salda/lagenhet-1rum-nedre-gardet-ostermalm-stockholms-kommun-erik-dahlbergsgatan-37-858656,2018-07-24,gardet,105833.0,2249000.0,1.0,30.0,1504.0,,1936.0,3175000,,0.4117385504668742
8318,"https://www.hemnet.se/salda/lagenhet-2rum-hjorthagen-stockholms-kommun-motalavagen-23,-2tr-858414",2018-07-24,gardet,70455.0,2995000.0,2.0,44.0,2941.0,4400.0,1935.0,3100000,,0.035058430717863104
14517,"https://www.hemnet.se/salda/lagenhet-1rum-vasastan-birkastan-stockholms-kommun-robert-almstromsgatan-6,-4-tr-858411",2018-07-24,vasastan,119545.0,2150000.0,1.0,22.0,1352.0,,1927.0,2630000,,0.22325581395348837
10767,https://www.hemnet.se/salda/lagenhet-2rum-ostermalm-stockholms-kommun-sibyllegatan-77-eget-gardshus-858450,2018-07-24,ostermalm,114894.0,5900000.0,2.0,47.0,1390.0,,,5400000,,-0.0847457627118644
8319,"https://www.hemnet.se/salda/lagenhet-1rum-ostermalm-nedre-gardet-stockholms-kommun-erik-dahlbergsgatan-18,-1,5tr-858242",2018-07-23,gardet,107292.0,2395000.0,1.0,24.0,1275.0,6100.0,,2575000,,0.07515657620041753
8320,https://www.hemnet.se/salda/lagenhet-2rum-gardet-stockholms-kommun-furusundsgatan-13-858099,2018-07-23,gardet,110811.0,3275000.0,2.0,37.0,1405.0,,1938.0,4100000,,0.25190839694656486
14519,https://www.hemnet.se/salda/lagenhet-1rum-vasastan-stockholms-kommun-robert-almstromsgatan-10-858341,2018-07-23,vasastan,117857.0,2595000.0,1.0,28.0,1059.0,,,3300000,,0.27167630057803466
14518,https://www.hemnet.se/salda/lagenhet-2rum-vasastan-birkastan-stockholms-kommun-tomtebogatan-1a-859287,2018-07-23,vasastan,93478.0,4300000.0,2.0,46.0,1100.0,3600.0,1927.0,4300000,,0.0
10768,"https://www.hemnet.se/salda/lagenhet-3,5rum-ostermalm-stockholms-kommun-radmansgatan-25,-5-tr-858195",2018-07-22,ostermalm,101852.0,10795000.0,3.5,108.0,3256.0,7700.0,1924.0,11000000,,0.018990273274664196
14520,https://www.hemnet.se/salda/lagenhet-1rum-vasastan-norrmalm-stockholms-kommun-dobelnsgatan-47-859155,2018-07-20,vasastan,100000.0,2990000.0,1.0,35.0,1900.0,,1929.0,3500000,,0.1705685618729097
14521,https://www.hemnet.se/salda/lagenhet-2rum-vasastan-stockholms-kommun-idungatan-1b-857631,2018-07-20,vasastan,107500.0,2495000.0,2.0,30.0,1734.0,,1925.0,3225000,,0.2925851703406814
8321,"https://www.hemnet.se/salda/lagenhet-2rum-gardet-stockholms-kommun-sandhamnsgatan-75e,-van-4-857548",2018-07-20,gardet,92708.0,4500000.0,2.0,48.0,3054.0,,2018.0,4450000,,-0.011111111111111112
14523,"https://www.hemnet.se/salda/lagenhet-2,5rum-roda-bergen-stockholms-kommun-torbjorn-klockares-gata-3-857615",2018-07-20,vasastan,75403.0,4250000.0,2.5,62.0,3279.0,4000.0,1923.0,4675000,,0.1
14522,https://www.hemnet.se/salda/lagenhet-2rum-roda-bergen-stockholms-kommun-torsgatan-77-857617,2018-07-20,vasastan,81176.0,3195000.0,2.0,42.5,2298.0,4600.0,1925.0,3450000,,0.07981220657276995
14524,https://www.hemnet.se/salda/lagenhet-2rum-vasastan-city-norrmalm-stockholms-kommun-luntmakargatan-81-857830,2018-07-19,vasastan,94000.0,4195000.0,2.0,50.0,1188.0,,1902.0,4700000,,0.12038140643623362
10770,https://www.hemnet.se/salda/lagenhet-1rum-ostermalm-stockholms-kommun-grevgatan-28-857088,2018-07-19,ostermalm,111724.0,2495000.0,1.0,29.0,1566.0,,1939.0,3240000,,0.2985971943887776
10769,"https://www.hemnet.se/salda/lagenhet-1rum-ostermalm-stockholms-kommun-ostermalmsgatan-29a,-2-tr-857145",2018-07-19,ostermalm,116667.0,2995000.0,1.0,33.0,1033.0,2901.0,1929.0,3850000,,0.2854757929883139
6141,"https://www.hemnet.se/salda/lagenhet-2rum-kungsholmen-lilla-essingen-stockholms-kommun-essinge-brogata-18,-5-tr-856940",2018-07-18,lilla_essingen,71622.0,2595000.0,2.0,37.0,2244.0,7000.0,1939.0,2650000,,0.02119460500963391
14529,"https://www.hemnet.se/salda/lagenhet-1rum-vasastan-stockholms-kommun-upplandsgatan-86,-3-tr,-856891",2018-07-18,vasastan,130000.0,2150000.0,1.0,22.0,1281.0,,1916.0,2860000,,0.3302325581395349
14528,https://www.hemnet.se/salda/lagenhet-2rum-vasastan-stockholms-kommun-birger-jarlsgatan-109-a-856913,2018-07-18,vasastan,80645.0,4495000.0,2.0,62.0,2636.0,4300.0,1903.0,5000000,,0.11234705228031146
14526,https://www.hemnet.se/salda/lagenhet-2rum-vasastan-stockholms-kommun-torsplan-8-plan-21-866088,2018-07-18,vasastan,124138.0,7200000.0,2.0,58.0,3610.0,,2016.0,7200000,,0.0
14525,"https://www.hemnet.se/salda/lagenhet-2rum-vasastan-birkastan-stockholms-kommun-tomtebogatan-39-a,-4tr-o,g-857290",2018-07-18,vasastan,92500.0,5295000.0,2.0,60.0,3141.0,,1911.0,5550000,,0.04815864022662889
14527,"https://www.hemnet.se/salda/lagenhet-2rum-vasastan-birkastan-stockholms-kommun-karlbergsvagen-68,-1-tr-857069",2018-07-18,vasastan,95833.0,3250000.0,2.0,36.0,1633.0,,1931.0,3450000,,0.06153846153846154
8322,https://www.hemnet.se/salda/lagenhet-1rum-gardet-ostermalm-stockholms-kommun-erik-dahlbergsgatan-20-856933,2018-07-18,gardet,113542.0,2395000.0,1.0,24.0,1012.0,5724.0,1934.0,2725000,,0.13778705636743216
10771,https://www.hemnet.se/salda/lagenhet-2rum-stockholms-kommun-valhallavagen-152-c-861686,2018-07-17,ostermalm,106667.0,4995000.0,2.0,45.0,1544.0,,1973.0,4800000,,-0.03903903903903904
8323,https://www.hemnet.se/salda/lagenhet-2rum-ruddammen-ostermalm-stockholms-kommun-korsbarsvagen-18-a-856816,2018-07-17,gardet,94444.0,3400000.0,2.0,36.0,1991.0,,1936.0,3400000,,0.0
14530,"https://www.hemnet.se/salda/lagenhet-3rum-vasastan-stockholms-kommun-dalagatan-55-sankt-eriksgatan-118,-3-tr-856609",2018-07-17,vasastan,87500.0,4950000.0,3.0,60.0,3981.0,,1924.0,5250000,,0.06060606060606061
8325,https://www.hemnet.se/salda/lagenhet-1rum-ostermalm-ruddammen-stockholms-kommun-korsbarsvagen-16-856258,2018-07-15,gardet,104000.0,2600000.0,1.0,25.0,1427.0,,1936.0,2600000,,0.0
8324,"https://www.hemnet.se/salda/lagenhet-1rum-gardet-ostermalm-stockholms-kommun-furusundsgatan-15,-4tr-856382",2018-07-15,gardet,100000.0,2600000.0,1.0,26.0,1477.0,4704.0,1938.0,2600000,,0.0
14531,https://www.hemnet.se/salda/lagenhet-2rum-vasastan-stockholms-kommun-tre-liljor-2b-856168,2018-07-14,vasastan,97500.0,3495000.0,2.0,40.0,2089.0,4000.0,1924.0,3900000,,0.11587982832618025
14534,"https://www.hemnet.se/salda/lagenhet-1rum-hagastaden-stockholms-kommun-nina-einhornsgata-8,-1-rok-855568",2018-07-13,vasastan,80000.0,2795000.0,1.0,35.0,2411.0,3480.0,2018.0,2800000,,0.0017889087656529517
14533,"https://www.hemnet.se/salda/lagenhet-1rum-vasastan-stockholms-kommun-atlasgatan-9,-3-tr,-855976",2018-07-13,vasastan,96970.0,3050000.0,1.0,33.0,1594.0,4200.0,1928.0,3200000,,0.04918032786885246
6142,https://www.hemnet.se/salda/lagenhet-3rum-lilla-essingen-kungsholmen-stockholms-kommun-stralgatan-33-855742,2018-07-13,lilla_essingen,60563.0,4395000.0,3.0,71.0,3911.0,8000.0,1939.0,4300000,,-0.02161547212741752
5743,"https://www.hemnet.se/salda/lagenhet-2rum-gamla-stan-stockholms-kommun-bredgrand-7,-3-tr-855580",2018-07-13,gamla_stan,110172.0,3195000.0,2.0,29.0,2133.0,3963.0,1600.0,3195000,,0.0
8327,"https://www.hemnet.se/salda/lagenhet-2,5rum-ostermalm-vasastan-stockholms-kommun-valhallavagen-69,-4tr-855615",2018-07-13,gardet,66234.0,4995000.0,2.5,77.0,3603.0,8976.0,1933.0,5100000,,0.021021021021021023
8326,https://www.hemnet.se/salda/lagenhet-2rum-norra-djurgardsstaden-stockholms-kommun-labradorgatan-8-2-855773,2018-07-13,gardet,85227.0,4250000.0,2.0,44.0,2280.0,,2018.0,3750000,,-0.11764705882352941
14535,"https://www.hemnet.se/salda/lagenhet-3rum-hagastaden-vasastan-stockholms-kommun-torsplan-8,-plan-4-855562",2018-07-13,vasastan,78378.0,5975000.0,3.0,74.0,4375.0,,2016.0,5800000,,-0.029288702928870293
8329,https://www.hemnet.se/salda/lagenhet-3rum-gardet-ostermalm-stockholms-kommun-furusundsgatan-2-855612,2018-07-13,gardet,80351.0,4495000.0,3.0,57.0,3630.0,5736.0,1938.0,4580000,,0.018909899888765295
8330,https://www.hemnet.se/salda/lagenhet-1rum-gardet-ostermalm-stockholms-kommun-sandhamnsgatan-75-f-855536,2018-07-13,gardet,86250.0,3450000.0,1.0,40.0,2754.0,,2017.0,3450000,,0.0
14532,https://www.hemnet.se/salda/lagenhet-2rum-vasastan-stockholms-kommun-sveavagen-97-856173,2018-07-13,vasastan,91954.0,3595000.0,2.0,43.5,1959.0,3900.0,1926.0,4000000,,0.11265646731571627
8328,"https://www.hemnet.se/salda/lagenhet-2,5rum-nedre-gardet-stockholms-kommun-angskarsgatan-3,-1-2tr-855614",2018-07-13,gardet,73684.0,3995000.0,2.5,57.0,2945.0,,1935.0,4200000,,0.05131414267834793
6143,https://www.hemnet.se/salda/lagenhet-3rum-lilla-essingen-kungsholmen-stockholms-kommun-primusgatan-104-855755,2018-07-12,lilla_essingen,95628.0,9150000.0,3.0,91.5,5405.0,8500.0,,8750000,,-0.04371584699453552
8332,https://www.hemnet.se/salda/lagenhet-2rum-gardet-stockholms-kommun-smedsbacksgatan-7-855172,2018-07-12,gardet,65476.0,2900000.0,2.0,42.0,2511.0,3600.0,1939.0,2750000,,-0.05172413793103448
